iter	Logloss
133	0.426168537
134	0.4258006647
135	0.42551852
136	0.4252662227
137	0.4248955918
138	0.4244922121
139	0.4241276438
140	0.4237257544
141	0.4233896458
142	0.4230347654
143	0.42284019
144	0.422450375
145	0.4220856914
146	0.421869243
147	0.4215194541
148	0.4211723327
149	0.4208931111
150	0.4206098033
151	0.4203198991
152	0.4200555604
153	0.4199658655
154	0.4196463344
155	0.4194063166
156	0.4192040726
157	0.419049685
158	0.4187190284
159	0.4184777704
160	0.4182284773
161	0.4179071399
162	0.4175744055
163	0.4172577734
164	0.4170241787
165	0.4168149582
166	0.4164595743
167	0.4161470886
168	0.4159449648
169	0.4156219794
170	0.415344913
171	0.4150990476
172	0.4148376284
173	0.4146591428
174	0.414376495
175	0.4141773528
176	0.4139173625
177	0.4136721899
178	0.4134611996
179	0.4131540234
180	0.4129518554
181	0.4127000123
182	0.4125514666
183	0.4123382903
184	0.4121050856
185	0.4118784183
186	0.4116485707
187	0.4114345419
188	0.4112744827
189	0.4110406602
190	0.4108488113
191	0.4106875108
192	0.4105015891
193	0.4102650657
194	0.4101094172
195	0.4099635405
196	0.409738276
197	0.4097012254
198	0.4095649056
199	0.409505394
200	0.409310949
201	0.4090794061
202	0.4090007207
203	0.4089109738
204	0.4087366924
205	0.4085393531
206	0.4083381482
207	0.4080688635
208	0.407876928
209	0.4077090351
210	0.407519756
211	0.4073181858
212	0.407187167
213	0.4070164534
214	0.4067989096
215	0.406594137
216	0.4064585335
217	0.40629023
218	0.4062642399
219	0.4060927388
220	0.4060014641
221	0.4059616128
222	0.4058158599
223	0.4057878007
224	0.405722706
225	0.4056329877
226	0.4055069972
227	0.4053137674
228	0.4051205264
229	0.4050198906
230	0.4049191929
231	0.4047410007
232	0.4045707797
233	0.4044921192
234	0.4043047366
235	0.4041277328
236	0.4040080856
237	0.4038958682
238	0.4037061604
239	0.4035541522
240	0.4035274297
241	0.4033832569
242	0.4032733017
243	0.4031388734
244	0.4030244539
245	0.4029955695
246	0.4028914641
247	0.4028085136
248	0.402661151
249	0.4025587016
250	0.4024728723
251	0.4023662365
252	0.4023037202
253	0.4021747218
254	0.402144729
255	0.4020319846
256	0.4019797112
257	0.4018569514
258	0.4016929255
259	0.4015034148
260	0.4013821402
261	0.4012525335
262	0.4011358328
263	0.4011034585
264	0.4009893961
265	0.4009110077
266	0.4008359414
267	0.4006808693
268	0.4005902574
269	0.4004929923
270	0.4003738972
271	0.4003140794
272	0.400252827
273	0.4002416117
274	0.400155266
275	0.4001004025
276	0.4000344799
277	0.3999385494
278	0.3997744189
279	0.39964794
280	0.3995192664
281	0.3994643434
282	0.3993655633
283	0.3993575361
284	0.399265847
285	0.3991943577
286	0.3991861596
287	0.3990471656
288	0.3990103112
289	0.3988917854
290	0.3988121672
291	0.3986762977
292	0.3986543571
293	0.3985269728
294	0.3984527825
295	0.3983128555
296	0.3982297364
297	0.3981427575
298	0.3980354981
299	0.397921403
300	0.397913041
301	0.3977412695
302	0.3976327453
303	0.3975193202
304	0.3974260534
305	0.3973760388
306	0.3973636914
307	0.397357323
308	0.3973353946
309	0.3972597156
310	0.3971310589
311	0.3970791084
312	0.3970151966
313	0.396915118
314	0.3967654893
315	0.3966569434
316	0.3966147353
317	0.3965969336
318	0.3965594996
319	0.396499726
320	0.3964501603
321	0.3964373646
322	0.3963272084
323	0.3963267763
324	0.3962430559
325	0.3961550115
326	0.3960948857
327	0.3960740383
328	0.396017356
329	0.3959366662
330	0.3959041895
331	0.3958642493
332	0.3957761792
333	0.3957547615
334	0.3956567761
335	0.3955786123
336	0.3955602142
337	0.3954947531
338	0.3954828258
339	0.3953707563
340	0.3952961641
341	0.3952340349
342	0.3950949573
343	0.3950808124
344	0.3949828836
345	0.3949173177
346	0.3948129836
347	0.3947847153
348	0.3947566214
349	0.3946144363
350	0.3945460991
351	0.3944685844
352	0.3943295687
353	0.3942488539
354	0.3941488824
355	0.394088838
356	0.3940249129
357	0.3939957669
358	0.3938966584
359	0.393829595
360	0.3937380342
361	0.3937128106
362	0.3936608019
363	0.3935783795
364	0.3935526879
365	0.3934679816
366	0.3934145922
367	0.3933437456
368	0.393236326
369	0.3932337132
370	0.3932139
371	0.3932091536
372	0.3931874052
373	0.3930956405
374	0.3930347959
375	0.3929399945
376	0.3928651002
377	0.3928324766
378	0.392830392
379	0.3927685333
380	0.3927011272
381	0.3926328074
382	0.3925779191
383	0.3925492686
384	0.3925483991
385	0.3924293451
386	0.3923911618
387	0.3922117488
388	0.3921196517
389	0.3921072269
390	0.392067124
391	0.3919803739
392	0.3919173583
393	0.3918849027
394	0.3918399846
395	0.3918219828
396	0.391810875
397	0.3917776147
398	0.3917162715
399	0.3917078388
400	0.3916725699
401	0.3916260669
402	0.3915351865
403	0.391521556
404	0.3914977535
405	0.391468425
406	0.3914395187
407	0.3913992701
408	0.3913319311
409	0.3913252687
410	0.3912491929
411	0.391180519
412	0.3911657617
413	0.3911043674
414	0.3910659324
415	0.3910101846
416	0.390922158
417	0.3908854129
418	0.3908026468
419	0.3907147273
420	0.3906874935
421	0.3905980503
422	0.3905520553
423	0.3904787395
424	0.3904026623
425	0.3903739308
426	0.390341842
427	0.3902892665
428	0.3902522144
429	0.3902457051
430	0.3901273794
431	0.3900415415
432	0.3899992479
433	0.3899991718
434	0.3899991699
435	0.3899292852
436	0.3899081772
437	0.3898766529
438	0.3898639942
439	0.3897930197
440	0.3897169927
441	0.3896680169
442	0.389617136
443	0.3895833856
444	0.3894913794
445	0.3894349193
446	0.3894062857
447	0.3893901561
448	0.3893472536
449	0.3892943707
450	0.3892449435
451	0.389231273
452	0.3892008184
453	0.3891102667
454	0.3890979183
455	0.3890844409
456	0.3890738758
457	0.3890242473
458	0.3889740364
459	0.3889376464
460	0.3889144947
461	0.3889060582
462	0.3888375685
463	0.3888203072
464	0.3887725723
465	0.3887079807
466	0.3887041964
467	0.3886519019
468	0.3886214725
469	0.3886213983
470	0.3885678222
471	0.3884991537
472	0.3884531968
473	0.3884043859
474	0.3883678772
475	0.3883231668
476	0.3882456429
477	0.3881105044
478	0.3880450148
479	0.3880193242
480	0.3879864483
481	0.387956593
482	0.3879256757
483	0.3878989897
484	0.3878447276
485	0.3878432887
486	0.3878286306
487	0.3877288649
488	0.3877015856
489	0.3876595872
490	0.3875997107
491	0.3875321093
492	0.3875112648
493	0.387369573
494	0.3873331979
495	0.3872784377
496	0.3872050041
497	0.3871096257
498	0.3870073583
499	0.3869737974
